"","country","region","indicator","category","sex","year","violence_rate"
"7110","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,0.746092390191398
"7111","Kyrgyzstan","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,7.95375142103401
"7112","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,0
"7113","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,1.77959633482248
"7114","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,1.74409478573796
"7115","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,15.1788593591902
"7116","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,5.34945137379445
"7117","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,0
"7118","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,128.783862414792
"7119","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,20.423797378731
"7120","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,5.59331835461638
"7121","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2019,60.2403029763999
"7122","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,19.2047339558702
"7123","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,40.8823384428405
"7124","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,21.246277245662
"7125","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,9.23583992956868
"7126","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,0.0561433031612984
"7127","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,28.9551803987334
"7128","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,20.4587208765492
"7129","Greece","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,0.0746095356582286
"7130","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,1.71862436395554
"7131","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,1.9018502625742
"7132","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,1.12247457988927
"7133","Kyrgyzstan","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,4.83211164502207
"7134","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,0
"7135","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,1.26745417819605
"7136","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,0.294134372346663
"7137","Morocco","Africa","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,1.13100955889749
"7138","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,17.5172347901443
"7139","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,0.0410187215784541
"7140","Mongolia","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,4.70377948681766
"7141","Panama","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,0
"7142","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,103.814492211789
"7143","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,17.7649793517932
"7144","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,4.36166137578178
"7145","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2020,92.7198328984725
"7146","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,20.6136784778189
"7147","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,7.04628942398933
"7148","Belize","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,16.5995558361272
"7149","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,48.6802277058758
"7150","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,23.7613887695581
"7151","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,9.2977205507266
"7152","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,0
"7153","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,0.0187465248629535
"7154","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,27.8242132613178
"7155","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,28.5440396497855
"7156","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,0
"7157","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,2.64005871490582
"7158","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,1.04836275408456
"7159","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,8.13289144623142
"7160","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,1.149492904586
"7161","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,0.4970569259415
"7162","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,19.3326031344723
"7163","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,136.327519836879
"7164","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,17.1823956133595
"7165","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,5.50160922069705
"7166","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2021,101.02832123387
"7167","Austria","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,24.5680756035704
"7168","Bahamas","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,11.2062344017388
"7169","Belize","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,51.6063723945605
"7170","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,55.6271074896275
"7171","Canada","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,26.8558580445353
"7172","Switzerland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,9.77264509366626
"7173","Colombia","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,0
"7174","Czechia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,0
"7175","Germany","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,37.6501700390218
"7176","Spain","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,33.3243056809157
"7177","Guyana","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,0
"7178","Honduras","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,0
"7179","Croatia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,2.85393994875001
"7180","Hungary","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,1.33154250515249
"7181","Ireland","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,3.78904641937087
"7182","Saint Kitts and Nevis","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,40.5737122918061
"7183","Lithuania","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,1.64564413425576
"7184","Latvia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,2.72113916963934
"7185","Morocco","Africa","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,1.67153952687101
"7186","Mexico","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,25.2154479192516
"7187","Myanmar","Asia","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,0.00734841852204896
"7188","El Salvador","Americas","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,168.71211150241
"7189","Slovakia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,17.9492621484539
"7190","Slovenia","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,6.2604964099373
"7191","Sweden","Europe","Victims of sexual violence","Perpetrator unknown to the victim","Female",2022,87.755306405908
"7192","Antigua and Barbuda","Americas","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,65.3396494994516
"7193","Austria","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,0.0708146923491098
"7194","Bolivia (Plurinational State of)","Americas","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,0.394363541162322
"7195","Canada","Americas","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,0
"7196","Switzerland","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,1.80598630769516
"7197","Colombia","Americas","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,2.07112518903314
"7198","Czechia","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,0.0580049319660153
"7199","Germany","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,1.73363047248528
"7200","Finland","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,6.56365315876735
"7201","Italy","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,1.38304934720071
"7202","Lithuania","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,0.0728787545312366
"7203","Norway","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,126.406763336067
"7204","New Zealand","Oceania","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,21.3633266741342
"7205","Sweden","Europe","Victims of sexual violence","Relationship to perpetrator is not known","Male",2015,32.5061732325554
